證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
2303,聯電            ,163168461.0,153750142.0,9418319.0,0.0,0.0,0.0,44656023.0,5488710.0,39167313,-3258549.0,1026000.0,1316306.0,-290306.0,2977073.0,5945316.0,-2968243.0,45327083.0,0.0
2344,華邦電          ,117853899.0,101804176.0,16049723.0,0.0,0.0,0.0,25850000.0,25926.0,25824074,510449.0,1147000.0,1275999.0,-128999.0,2316327.0,1676879.0,639448.0,42384246.0,0.0
2327,國巨*           ,49025319.0,43843115.0,5182204.0,0.0,0.0,0.0,6230451.0,219436.0,6011015,-853568.0,478001.0,473721.0,4280.0,906107.0,1763955.0,-857848.0,10339651.0,0.0
2330,台積電          ,14428451.0,17826976.0,-3398525.0,0.0,0.0,0.0,3698502.0,312710.0,3385792,-20752.0,124087.0,198500.0,-74413.0,399409.0,345748.0,53661.0,-33485.0,0.0
"=""00878""",國泰永續高股息  ,14926772.0,47151101.0,-32224329.0,0.0,0.0,0.0,2500000.0,0.0,2500000,-9494619.0,23000.0,0.0,23000.0,20499028.0,30016647.0,-9517619.0,-39218948.0,0.0
6278,台表科          ,9684105.0,15094374.0,-5410269.0,0.0,0.0,0.0,2598000.0,329000.0,2269000,-2015821.0,220000.0,1074000.0,-854000.0,375900.0,1537721.0,-1161821.0,-5157090.0,0.0
6531,愛普*           ,2663890.0,3662950.0,-999060.0,0.0,0.0,0.0,2136000.0,0.0,2136000,-10544.0,24000.0,21000.0,3000.0,79866.0,93410.0,-13544.0,1126396.0,0.0
4938,和碩            ,7201864.0,10037000.0,-2835136.0,0.0,0.0,0.0,1687000.0,80100.0,1606900,-168181.0,9940.0,40717.0,-30777.0,51694.0,189098.0,-137404.0,-1396417.0,0.0
"=""00713""",元大台灣高息低波,2373050.0,5233542.0,-2860492.0,0.0,0.0,0.0,1580000.0,0.0,1580000,5624261.0,0.0,0.0,0.0,8001261.0,2377000.0,5624261.0,4343769.0,0.0
3036,文曄            ,6171506.0,6794000.0,-622494.0,0.0,0.0,0.0,2709000.0,1296130.0,1412870,-4544.0,132000.0,102595.0,29405.0,102842.0,136791.0,-33949.0,785832.0,0.0
"=""0056""",元大高股息      ,9383612.0,18083325.0,-8699713.0,0.0,0.0,0.0,1230000.0,0.0,1230000,8443532.0,62000.0,849000.0,-787000.0,11030697.0,1800165.0,9230532.0,973819.0,0.0
1605,華新            ,15641940.0,14704000.0,937940.0,0.0,0.0,0.0,1150000.0,2660.0,1147340,434386.0,350325.0,0.0,350325.0,1082494.0,998433.0,84061.0,2519666.0,0.0
3090,日電貿          ,4645000.0,1922100.0,2722900.0,0.0,0.0,0.0,985000.0,0.0,985000,440696.0,35000.0,16000.0,19000.0,456696.0,35000.0,421696.0,4148596.0,0.0
2049,上銀            ,4236793.0,3750275.0,486518.0,0.0,0.0,0.0,914000.0,0.0,914000,11034.0,79000.0,50000.0,29000.0,147977.0,165943.0,-17966.0,1411552.0,0.0
2347,聯強            ,1796306.0,3200418.0,-1404112.0,0.0,0.0,0.0,1126400.0,286000.0,840400,-32040.0,23000.0,16000.0,7000.0,39497.0,78537.0,-39040.0,-595752.0,0.0
2345,智邦            ,3434046.0,5465394.0,-2031348.0,0.0,0.0,0.0,660521.0,3297.0,657224,-142976.0,17000.0,33600.0,-16600.0,190646.0,317022.0,-126376.0,-1517100.0,0.0
9907,統一實          ,1059100.0,4394000.0,-3334900.0,0.0,0.0,0.0,738000.0,128000.0,610000,160.0,6000.0,5840.0,160.0,0.0,0.0,0.0,-2724740.0,0.0
2542,興富發          ,9391176.0,6865869.0,2525307.0,0.0,0.0,0.0,571100.0,0.0,571100,-185505.0,33000.0,154000.0,-121000.0,18468.0,82973.0,-64505.0,2910902.0,0.0
2855,統一證          ,4961000.0,2417000.0,2544000.0,0.0,0.0,0.0,561500.0,14000.0,547500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091500.0,0.0
2481,強茂            ,14285851.0,16068837.0,-1782986.0,0.0,0.0,0.0,509000.0,0.0,509000,525838.0,229000.0,5000.0,224000.0,445532.0,143694.0,301838.0,-748148.0,0.0
3189,景碩            ,8953250.0,15850809.0,-6897559.0,0.0,0.0,0.0,525000.0,30000.0,495000,-301072.0,256000.0,369159.0,-113159.0,476949.0,664862.0,-187913.0,-6703631.0,0.0
2489,瑞軒            ,7483100.0,4434000.0,3049100.0,0.0,0.0,0.0,425700.0,0.0,425700,-97408.0,214000.0,297808.0,-83808.0,43185.0,56785.0,-13600.0,3377392.0,0.0
3711,日月光投控      ,11488024.0,10830731.0,657293.0,0.0,0.0,0.0,547000.0,128099.0,418901,449422.0,283000.0,7447.0,275553.0,345427.0,171558.0,173869.0,1525616.0,0.0
2317,鴻海            ,90157469.0,30982932.0,59174537.0,0.0,0.0,0.0,536000.0,149859.0,386141,-179453.0,544987.0,393000.0,151987.0,1303792.0,1635232.0,-331440.0,59381225.0,0.0
9958,世紀鋼          ,718005.0,2220010.0,-1502005.0,0.0,0.0,0.0,307000.0,0.0,307000,-39840.0,66488.0,58022.0,8466.0,10129.0,58435.0,-48306.0,-1234845.0,0.0
3034,聯詠            ,4536744.0,3584428.0,952316.0,0.0,0.0,0.0,335763.0,49166.0,286597,-285315.0,5000.0,11425.0,-6425.0,87456.0,366346.0,-278890.0,953598.0,0.0
"=""00935""",野村臺灣新科技50,1398933.0,1701000.0,-302067.0,0.0,0.0,0.0,286000.0,0.0,286000,-2913486.0,0.0,0.0,0.0,3185000.0,6098486.0,-2913486.0,-2929553.0,0.0
3028,增你強          ,2455464.0,1827007.0,628457.0,0.0,0.0,0.0,265700.0,0.0,265700,-253693.0,18000.0,52000.0,-34000.0,6539.0,226232.0,-219693.0,640464.0,0.0
2393,億光            ,1568253.0,4343000.0,-2774747.0,0.0,0.0,0.0,259000.0,2000.0,257000,356133.0,500000.0,112000.0,388000.0,59000.0,90867.0,-31867.0,-2161614.0,0.0
9939,宏全            ,1521165.0,1391481.0,129684.0,0.0,0.0,0.0,317000.0,68000.0,249000,5043.0,17865.0,23403.0,-5538.0,12472.0,1891.0,10581.0,383727.0,0.0
