證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
2303,聯電            ,87581428.0,133649916.0,-46068488.0,0.0,0.0,0.0,19561094.0,1220947.0,18340147,-5451631.0,2405000.0,3028130.0,-623130.0,3179896.0,8008397.0,-4828501.0,-33179972.0,0.0
2337,旺宏            ,82457352.0,42229241.0,40228111.0,0.0,0.0,0.0,10652000.0,1350000.0,9302000,456042.0,784996.0,762000.0,22996.0,1479441.0,1046395.0,433046.0,49986153.0,0.0
2344,華邦電          ,49487023.0,45258520.0,4228503.0,0.0,0.0,0.0,8755000.0,32000.0,8723000,-220565.0,366000.0,741000.0,-375000.0,785259.0,630824.0,154435.0,12730938.0,0.0
3036,文曄            ,11726853.0,15035306.0,-3308453.0,0.0,0.0,0.0,7291000.0,1094000.0,6197000,-482888.0,261005.0,613237.0,-352232.0,114188.0,244844.0,-130656.0,2405659.0,0.0
2327,國巨*           ,17212140.0,22205357.0,-4993217.0,0.0,0.0,0.0,6256605.0,176000.0,6080605,178745.0,309000.0,227868.0,81132.0,611996.0,514383.0,97613.0,1266133.0,0.0
2330,台積電          ,17904819.0,29875791.0,-11970972.0,0.0,0.0,0.0,5873621.0,399918.0,5473703,-588611.0,55000.0,422000.0,-367000.0,1198411.0,1420022.0,-221611.0,-7085880.0,0.0
2882,國泰金          ,18522101.0,19000333.0,-478232.0,0.0,0.0,0.0,9001000.0,4652000.0,4349000,616597.0,169000.0,357000.0,-188000.0,1164971.0,360374.0,804597.0,4487365.0,0.0
2408,南亞科          ,32748394.0,38418346.0,-5669952.0,0.0,0.0,0.0,3037610.0,12000.0,3025610,307142.0,782000.0,564357.0,217643.0,804462.0,714963.0,89499.0,-2337200.0,0.0
3711,日月光投控      ,12137305.0,16037036.0,-3899731.0,0.0,0.0,0.0,2968000.0,307280.0,2660720,-343753.0,170000.0,223545.0,-53545.0,446987.0,737195.0,-290208.0,-1582764.0,0.0
2481,強茂            ,22448111.0,19726686.0,2721425.0,0.0,0.0,0.0,2365000.0,0.0,2365000,1070315.0,825758.0,94110.0,731648.0,723869.0,385202.0,338667.0,6156740.0,0.0
2891,中信金          ,38975948.0,22316524.0,16659424.0,0.0,0.0,0.0,10497000.0,8312000.0,2185000,587662.0,332000.0,446000.0,-114000.0,2024082.0,1322420.0,701662.0,19432086.0,0.0
2492,華新科          ,22588720.0,18110896.0,4477824.0,0.0,0.0,0.0,1916000.0,0.0,1916000,-258401.0,104000.0,135000.0,-31000.0,469284.0,696685.0,-227401.0,6135423.0,0.0
2412,中華電          ,8308902.0,2399949.0,5908953.0,0.0,0.0,0.0,1715528.0,8000.0,1707528,-62388.0,0.0,50000.0,-50000.0,46901.0,59289.0,-12388.0,7554093.0,0.0
3017,奇鋐            ,2259829.0,2196333.0,63496.0,0.0,0.0,0.0,1530859.0,185000.0,1345859,6868.0,69200.0,65056.0,4144.0,200611.0,197887.0,2724.0,1416223.0,0.0
6531,愛普*           ,4701021.0,4032415.0,668606.0,0.0,0.0,0.0,1272300.0,28734.0,1243566,-97709.0,31230.0,25000.0,6230.0,98754.0,202693.0,-103939.0,1814463.0,0.0
3037,欣興            ,9659413.0,8304686.0,1354727.0,0.0,0.0,0.0,1263000.0,29919.0,1233081,-300497.0,257289.0,398431.0,-141142.0,356836.0,516191.0,-159355.0,2287311.0,0.0
4958,臻鼎-KY         ,38747405.0,14775319.0,23972086.0,0.0,0.0,0.0,1371000.0,188000.0,1183000,589653.0,438000.0,110000.0,328000.0,1379220.0,1117567.0,261653.0,25744739.0,0.0
1605,華新            ,23340286.0,13771417.0,9568869.0,0.0,0.0,0.0,1150000.0,5000.0,1145000,884596.0,102000.0,148000.0,-46000.0,1238611.0,308015.0,930596.0,11598465.0,0.0
1216,統一            ,20339779.0,7237622.0,13102157.0,0.0,0.0,0.0,2094000.0,1054000.0,1040000,-493278.0,13000.0,152000.0,-139000.0,148355.0,502633.0,-354278.0,13648879.0,0.0
4938,和碩            ,4592238.0,6391094.0,-1798856.0,0.0,0.0,0.0,915000.0,54081.0,860919,-34621.0,2000.0,4027.0,-2027.0,170424.0,203018.0,-32594.0,-972558.0,0.0
8210,勤誠            ,867080.0,1582215.0,-715135.0,0.0,0.0,0.0,787000.0,24000.0,763000,-18562.0,19154.0,23000.0,-3846.0,66019.0,80735.0,-14716.0,29303.0,0.0
