證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
2887,台新新光金      ,85528786.0,23749162.0,61779624.0,0.0,0.0,0.0,0.0,54427000.0,-54427000,-184467.0,117000.0,76218.0,40782.0,1682914.0,1908163.0,-225249.0,7168157.0,0.0
2301,光寶科          ,10107322.0,23183542.0,-13076220.0,0.0,0.0,0.0,7955.0,5649000.0,-5641045,-1325334.0,25000.0,152712.0,-127712.0,426567.0,1624189.0,-1197622.0,-20042599.0,0.0
3702,大聯大          ,8216132.0,8598000.0,-381868.0,0.0,0.0,0.0,9000.0,4643000.0,-4634000,-59728.0,341000.0,185999.0,155001.0,44995.0,259724.0,-214729.0,-5075596.0,0.0
2883,凱基金          ,29328466.0,13810036.0,15518430.0,0.0,0.0,0.0,33000.0,4585000.0,-4552000,594177.0,0.0,40000.0,-40000.0,1788266.0,1154089.0,634177.0,11560607.0,0.0
2317,鴻海            ,46207037.0,24638613.0,21568424.0,0.0,0.0,0.0,66000.0,4131000.0,-4065000,-153058.0,29000.0,243000.0,-214000.0,1714673.0,1653731.0,60942.0,17350366.0,0.0
2606,裕民            ,5192838.0,1569104.0,3623734.0,0.0,0.0,0.0,0.0,2798000.0,-2798000,32170.0,20000.0,10000.0,10000.0,40108.0,17938.0,22170.0,857904.0,0.0
2884,玉山金          ,20277451.0,17659444.0,2618007.0,0.0,0.0,0.0,0.0,2405000.0,-2405000,-293602.0,13770.0,253719.0,-239949.0,590609.0,644262.0,-53653.0,-80595.0,0.0
2881,富邦金          ,14332716.0,7010279.0,7322437.0,0.0,0.0,0.0,662724.0,2873000.0,-2210276,559542.0,46173.0,40000.0,6173.0,962369.0,409000.0,553369.0,5671703.0,0.0
2313,華通            ,13159539.0,53855468.0,-40695929.0,0.0,0.0,0.0,319000.0,1674000.0,-1355000,-2544649.0,244000.0,2037016.0,-1793016.0,2335290.0,3086923.0,-751633.0,-44595578.0,0.0
3189,景碩            ,8234803.0,7480784.0,754019.0,0.0,0.0,0.0,0.0,1102380.0,-1102380,28903.0,90000.0,118000.0,-28000.0,255000.0,198097.0,56903.0,-319458.0,0.0
2618,長榮航          ,6371458.0,12129313.0,-5757855.0,0.0,0.0,0.0,19000.0,1013512.0,-994512,-961865.0,0.0,484013.0,-484013.0,92000.0,569852.0,-477852.0,-7714232.0,0.0
2610,華航            ,8449043.0,5727816.0,2721227.0,0.0,0.0,0.0,0.0,979000.0,-979000,-71817.0,0.0,4000.0,-4000.0,11084.0,78901.0,-67817.0,1670410.0,0.0
3533,嘉澤            ,2504999.0,1781929.0,723070.0,0.0,0.0,0.0,110273.0,989000.0,-878727,-5243.0,20000.0,28435.0,-8435.0,83934.0,80742.0,3192.0,-160900.0,0.0
