排名,證券代號,證券名稱,外資買賣超股數
1,2887,台新新光金,-63153407
2,6770,力積電,-24369309
3,2890,永豐金,-21031702
4,2880,華南金,-15752639
5,2834,臺企銀,-14852515
6,2885,元大金,-14012731
7,2892,第一金,-13241442
8,2324,仁寶,-11581031
9,2886,兆豐金,-9985009
10,2801,彰銀,-9824332
11,2303,聯電,-9126349
12,2542,興富發,-7047630
13,2408,南亞科,-6916594
14,1303,南亞,-5769928
15,2449,京元電子,-5343015
16,1216,統一,-5238258
17,1301,台塑,-4995594
18,1326,台化,-4436488
19,8039,台虹,-4222328
20,3711,日月光投控,-4001309
21,1314,中石化,-3903407
22,1810,和成,-3814868
23,2332,友訊,-3714720
24,9904,寶成,-3387000
25,6213,聯茂,-2790050
26,2845,遠東銀,-2776947
27,2812,台中銀,-2646296
28,3702,大聯大,-2645487
29,2352,佳世達,-2554438
30,2883,凱基金,-2204209
