排名,證券代號,證券名稱,外資買賣超股數
1,2303,聯電,-21658403
2,1301,台塑,-14589184
3,3481,群創,-12504631
4,1718,中纖,-11379565
5,6505,台塑化,-9623253
6,6116,彩晶,-8932857
7,1326,台化,-8348900
8,2481,強茂,-7867231
9,1714,和桐,-6654725
10,2344,華邦電,-6621673
11,2308,台達電,-6105332
12,6165,浪凡,-5654000
13,2382,廣達,-4083394
14,6166,凌華,-4044784
15,3035,智原,-3968938
16,1409,新纖,-3946987
17,1802,台玻,-3938227
18,6770,力積電,-3877609
19,2369,菱生,-3744828
20,3711,日月光投控,-3648834
21,2337,旺宏,-3526658
22,2426,鼎元,-3146320
23,3036,文曄,-3119991
24,6271,同欣電,-3095789
25,2441,超豐,-3069980
26,6176,瑞儀,-3051361
27,1303,南亞,-2949492
28,2379,瑞昱,-2785567
29,1710,東聯,-2702124
30,1210,大成,-2642649
