排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,-72078419
2,2409,友達,-37756960
3,2303,聯電,-23400191
4,2801,彰銀,-21978244
5,2002,中鋼,-20768018
6,2324,仁寶,-19035391
7,2883,凱基金,-16415364
8,1303,南亞,-16389070
9,2834,臺企銀,-13984751
10,2885,元大金,-13466870
11,1101,台泥,-11863321
12,2481,強茂,-10846456
13,2610,華航,-10365354
14,2884,玉山金,-9521342
15,1326,台化,-7503086
16,2408,南亞科,-6568377
17,3481,群創,-6356831
18,6005,群益證,-6216468
19,2882,國泰金,-6081599
20,2618,長榮航,-5970145
21,2889,國票金,-5861000
22,1301,台塑,-5809722
23,2812,台中銀,-5600525
24,3711,日月光投控,-5096924
25,2886,兆豐金,-5029761
26,5880,合庫金,-4900459
27,3704,合勤控,-4461060
28,2881,富邦金,-4298703
29,2330,台積電,-4226760
30,2892,第一金,-4150526
