排名,證券代號,證券名稱,外資買賣超股數
1,2002,中鋼,-16480507
2,2890,永豐金,-12738874
3,3231,緯創,-9686915
4,2330,台積電,-8744380
5,6505,台塑化,-7951540
6,1303,南亞,-6798444
7,2327,國巨*,-6396915
8,2105,正新,-5612435
9,2881,富邦金,-5296098
10,2882,國泰金,-5144129
11,1301,台塑,-4953433
12,2542,興富發,-4409817
13,2610,華航,-4188173
14,9904,寶成,-3054533
15,2618,長榮航,-2897687
16,1402,遠東新,-2893473
17,2324,仁寶,-2774177
18,6669,緯穎,-2768693
19,8112,至上,-2668274
20,2312,金寶,-2424703
21,2633,台灣高鐵,-2365579
22,2356,英業達,-2062473
23,3036,文曄,-2061888
24,1326,台化,-1952804
25,2886,兆豐金,-1771630
26,2313,華通,-1741460
27,2317,鴻海,-1688228
28,2855,統一證,-1602306
29,6285,啟碁,-1565050
30,1717,長興,-1504274
