排名,證券代號,證券名稱,外資買賣超股數
1,2883,凱基金,-150842831
2,2324,仁寶,-99951465
3,2353,宏碁,-64384762
4,3231,緯創,-43098336
5,2382,廣達,-32713378
6,2317,鴻海,-28177601
7,2880,華南金,-25643494
8,1504,東元,-24802629
9,1402,遠東新,-20579911
10,2105,正新,-18334000
11,2618,長榮航,-17770471
12,1101,台泥,-17408153
13,2855,統一證,-16982920
14,1802,台玻,-16922421
15,2312,金寶,-14686539
16,4938,和碩,-13694919
17,2371,大同,-13029307
18,2887,台新新光金,-12975287
19,2408,南亞科,-11907678
20,2330,台積電,-11256052
21,9904,寶成,-10362000
22,2542,興富發,-10121301
23,2603,長榮,-10045382
24,2337,旺宏,-9622905
25,2344,華邦電,-9552020
26,2409,友達,-8471246
27,2347,聯強,-8266012
28,3481,群創,-7769798
29,3706,神達,-7572304
30,1609,大亞,-7343989
