排名,證券代號,證券名稱,外資買賣超股數
1,2344,華邦電,41390209
2,2881,富邦金,37126487
3,1314,中石化,32887176
4,2882,國泰金,25492148
5,1301,台塑,25122957
6,1312,國喬,16570600
7,2883,凱基金,15067156
8,2105,正新,14763660
9,2812,台中銀,8163001
10,2324,仁寶,8124746
11,1313,聯成,7742500
12,1718,中纖,6878000
13,2408,南亞科,6208849
14,1303,南亞,5872656
15,3605,宏致,5765505
16,2867,三商壽,5731750
17,1409,新纖,5522987
18,1102,亞泥,4491570
19,4526,東台,4423225
20,2834,臺企銀,4405810
21,2353,宏碁,4037506
22,4938,和碩,3692661
23,1444,力麗,3561670
24,2401,凌陽,3503271
25,2515,中工,3325628
26,6505,台塑化,3182851
27,2301,光寶科,3176407
28,8033,雷虎,3160062
29,3042,晶技,2999399
30,1304,台聚,2864844
