排名,證券代號,證券名稱,外資買賣超股數
1,2892,第一金,-71794168
2,2887,台新新光金,-34821298
3,2344,華邦電,-31196425
4,2883,凱基金,-24682435
5,2337,旺宏,-22872483
6,2884,玉山金,-11669662
7,2002,中鋼,-10625221
8,2481,強茂,-9061437
9,1101,台泥,-8003893
10,2801,彰銀,-7315040
11,2886,兆豐金,-7288850
12,3045,台灣大,-6997665
13,5880,合庫金,-6733289
14,2880,華南金,-6652098
15,2455,全新,-6138735
16,2890,永豐金,-5808379
17,2412,中華電,-5392387
18,1216,統一,-5173563
19,2301,光寶科,-4562456
20,3576,聯合再生,-3687911
21,4904,遠傳,-3554835
22,2484,希華,-3477080
23,9904,寶成,-3353246
24,3006,晶豪科,-3276249
25,3702,大聯大,-3047721
26,8150,南茂,-2983220
27,3036,文曄,-2942646
28,2486,一詮,-2780894
29,2327,國巨*,-2745372
30,6443,元晶,-2712409
