排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,-88321602
2,2887,台新新光金,-81919967
3,1402,遠東新,-78085570
4,2337,旺宏,-45691856
5,2618,長榮航,-35372653
6,2880,華南金,-32439430
7,2002,中鋼,-26456009
8,2312,金寶,-23537379
9,2382,廣達,-21413582
10,6282,康舒,-20633908
11,6116,彩晶,-20473363
12,2356,英業達,-15761987
13,2610,華航,-14868886
14,2449,京元電子,-11950572
15,2489,瑞軒,-11781709
16,2892,第一金,-11631867
17,1216,統一,-11296104
18,2603,長榮,-9951049
19,1101,台泥,-9752504
20,3714,富采,-9593785
21,2633,台灣高鐵,-9177845
22,9904,寶成,-8757000
23,5876,上海商銀,-8692681
24,2912,統一超,-8180274
25,3706,神達,-8156637
26,2886,兆豐金,-7450616
27,3042,晶技,-6483476
28,1504,東元,-6227010
29,1102,亞泥,-6162775
30,3045,台灣大,-5979969
