排名,證券代號,證券名稱,外資買賣超股數
1,2883,凱基金,-101851440
2,2409,友達,-34521988
3,2344,華邦電,-33721034
4,6282,康舒,-31906881
5,2382,廣達,-21411443
6,1402,遠東新,-20648444
7,2105,正新,-18263922
8,2330,台積電,-17839581
9,2880,華南金,-15823173
10,4938,和碩,-14167978
11,2891,中信金,-13432073
12,2542,興富發,-12786093
13,2855,統一證,-12608602
14,2406,國碩,-12530292
15,2618,長榮航,-12123727
16,2313,華通,-11629303
17,2408,南亞科,-11331309
18,9105,泰金寶-DR,-10763399
19,8112,至上,-10565617
20,1504,東元,-9542714
21,2347,聯強,-9462846
22,2892,第一金,-9224607
23,1802,台玻,-8980780
24,2886,兆豐金,-8311662
25,1101,台泥,-7828334
26,5871,中租-KY,-7551732
27,3049,精金,-7203870
28,2610,華航,-6726510
29,2449,京元電子,-6618982
30,9904,寶成,-6228984
