排名,證券代號,證券名稱,外資買賣超股數
1,2344,華邦電,30419002
2,2303,聯電,30016560
3,3702,大聯大,13778800
4,3036,文曄,12864324
5,2609,陽明,11897255
6,2890,永豐金,8354205
7,2027,大成鋼,6926607
8,2887,台新新光金,6292745
9,8070,長華*,5751500
10,1303,南亞,4638179
11,2880,華南金,4116890
12,1605,華新,4036120
13,6239,力成,4029811
14,6153,嘉聯益,3910352
15,1314,中石化,3763725
16,2451,創見,3328562
17,2867,三商壽,3079050
18,2884,玉山金,2695644
19,2474,可成,2649263
20,2409,友達,2612806
21,3189,景碩,2564322
22,8422,可寧衛*,2467967
23,2367,燿華,2368527
24,2547,日勝生,2132923
25,2376,技嘉,2112446
26,2484,希華,2071376
27,6278,台表科,2067643
28,2352,佳世達,1988896
29,6409,旭隼,1946979
30,3045,台灣大,1919395
