排名,證券代號,證券名稱,外資買賣超股數
1,2344,華邦電,37871893
2,8112,至上,33079104
3,2002,中鋼,29246812
4,2892,第一金,23747049
5,2408,南亞科,15172885
6,1605,華新,12065731
7,2103,台橡,11591563
8,2303,聯電,9599856
9,2337,旺宏,8203791
10,1303,南亞,7475133
11,5871,中租-KY,7474553
12,2603,長榮,7309417
13,2609,陽明,6857545
14,1216,統一,6599477
15,1402,遠東新,6558051
16,4763,材料*-KY,6002384
17,2891,中信金,4796813
18,9921,巨大,4528750
19,1802,台玻,4354131
20,2615,萬海,4318608
21,6770,力積電,3988616
22,2330,台積電,3498237
23,1717,長興,3399690
24,2464,盟立,3281935
25,2890,永豐金,3172106
26,4958,臻鼎-KY,3147794
27,3033,威健,3085821
28,1101,台泥,2936591
29,2363,矽統,2865226
30,1608,華榮,2847693
