排名,證券代號,證券名稱,外資買賣超股數
1,2883,凱基金,31980583
2,6770,力積電,30443370
3,2610,華航,19177229
4,1301,台塑,16341253
5,1802,台玻,15449807
6,1326,台化,14581441
7,2344,華邦電,14236551
8,2892,第一金,11221436
9,1605,華新,10490561
10,1303,南亞,10201013
11,2618,長榮航,8698266
12,2615,萬海,8676251
13,6116,彩晶,8433670
14,2002,中鋼,7011706
15,2324,仁寶,6996068
16,2887,台新新光金,6734640
17,2356,英業達,6686996
18,2337,旺宏,6522497
19,2313,華通,6051220
20,1314,中石化,5940461
21,2481,強茂,5614309
22,1102,亞泥,5569160
23,2886,兆豐金,5546699
24,2330,台積電,5204332
25,3045,台灣大,4946138
26,8150,南茂,4690990
27,2353,宏碁,4017141
28,2851,中再保,3435138
29,2104,國際中橡,3430950
30,3231,緯創,3413867
