排名,證券代號,證券名稱,外資買賣超股數
1,2892,第一金,64068049
2,2801,彰銀,61779870
3,2887,台新新光金,44816104
4,2834,臺企銀,40676824
5,2884,玉山金,39677275
6,2890,永豐金,36082570
7,2867,三商壽,26148430
8,5880,合庫金,22222068
9,2886,兆豐金,21844120
10,2845,遠東銀,21753150
11,2609,陽明,19145503
12,2313,華通,16735156
13,5876,上海商銀,16593204
14,2027,大成鋼,12853740
15,2812,台中銀,10299957
16,3045,台灣大,10294644
17,9105,泰金寶-DR,9132000
18,2897,王道銀行,7869363
19,8112,至上,6979954
20,2891,中信金,5891415
21,6116,彩晶,5858553
22,3033,威健,5457958
23,8926,台汽電,5455034
24,2618,長榮航,4999299
25,3702,大聯大,4898118
26,2882,國泰金,4854481
27,3715,定穎投控,4837529
28,3036,文曄,4630001
29,1216,統一,4499909
30,6239,力成,3415890
