排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,96770994
2,2344,華邦電,51442004
3,1802,台玻,36032532
4,3231,緯創,32967540
5,2313,華通,29085348
6,2409,友達,28252534
7,2882,國泰金,27782473
8,6116,彩晶,24560767
9,1717,長興,23653936
10,2367,燿華,22863080
11,2324,仁寶,21201955
12,2317,鴻海,20814724
13,2377,微星,19983929
14,2312,金寶,18945409
15,6282,康舒,18893816
16,3714,富采,17324433
17,2609,陽明,16972613
18,2356,英業達,16238978
19,9105,泰金寶-DR,15477900
20,2353,宏碁,14415078
21,1605,華新,12081604
22,3481,群創,11908896
23,4927,泰鼎-KY,10627884
24,2885,元大金,10559173
25,3706,神達,10470266
26,2369,菱生,10419900
27,2891,中信金,10103855
28,3006,晶豪科,9505473
29,2337,旺宏,9084948
30,8039,台虹,8217934
