排名,證券代號,證券名稱,外資買賣超股數
1,1303,南亞,-52646470
2,2337,旺宏,-34404028
3,2408,南亞科,-21931962
4,2887,台新新光金,-14772636
5,2303,聯電,-13952844
6,6282,康舒,-12121624
7,2409,友達,-8449804
8,4958,臻鼎-KY,-7953989
9,2344,華邦電,-7486302
10,2515,中工,-7010990
11,3037,欣興,-6552022
12,2313,華通,-5941330
13,1802,台玻,-5937465
14,2634,漢翔,-5808849
15,3042,晶技,-5090644
16,2881,富邦金,-5083993
17,6202,盛群,-4347783
18,2330,台積電,-4214736
19,2367,燿華,-4003890
20,3006,晶豪科,-3366624
21,2885,元大金,-3076367
22,2332,友訊,-2944687
23,1326,台化,-2579005
24,2327,國巨*,-2470641
25,1710,東聯,-2329165
26,1810,和成,-2301865
27,2484,希華,-2170333
28,9105,泰金寶-DR,-2117000
29,8112,至上,-2090478
30,8046,南電,-2082841
