排名,證券代號,證券名稱,外資買賣超股數
1,2002,中鋼,64052416
2,3481,群創,48103660
3,1605,華新,32071669
4,2408,南亞科,30509817
5,2303,聯電,26971564
6,2344,華邦電,19044359
7,2609,陽明,12116291
8,2615,萬海,10228809
9,2354,鴻準,10063548
10,2353,宏碁,9892191
11,3231,緯創,9681522
12,2603,長榮,9011878
13,3036,文曄,8482479
14,2337,旺宏,8001904
15,2317,鴻海,7881540
16,2356,英業達,7193927
17,2887,台新新光金,6712834
18,2885,元大金,6691515
19,2103,台橡,6635026
20,1402,遠東新,6264171
21,2312,金寶,5494248
22,8150,南茂,5195927
23,1216,統一,4997136
24,2332,友訊,4854626
25,1904,正隆,4718304
26,6116,彩晶,4713923
27,3033,威健,4635000
28,2409,友達,4574634
29,6213,聯茂,4499459
30,9105,泰金寶-DR,4382000
