排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,-78072135
2,2344,華邦電,-56231559
3,2408,南亞科,-38741394
4,2303,聯電,-33937241
5,2409,友達,-14643154
6,2609,陽明,-14370596
7,1409,新纖,-12110979
8,2324,仁寶,-11703229
9,1718,中纖,-11041047
10,2884,玉山金,-9517830
11,6919,康霈*,-9132578
12,3006,晶豪科,-7680409
13,3481,群創,-6751062
14,1303,南亞,-6697232
15,5871,中租-KY,-6159132
16,2002,中鋼,-5562298
17,2337,旺宏,-5051469
18,2489,瑞軒,-4809148
19,2313,華通,-4585080
20,2882,國泰金,-4359635
21,2368,金像電,-4152840
22,6962,奕力-KY,-3906000
23,2881,富邦金,-3901001
24,6269,台郡,-3859928
25,3450,聯鈞,-3491658
26,2301,光寶科,-3168179
27,2646,星宇航空,-3039116
28,2801,彰銀,-2929844
29,1727,中華化,-2588589
30,2634,漢翔,-2523472
