排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,-38794875
2,2337,旺宏,-35273087
3,2409,友達,-29375079
4,2303,聯電,-28026230
5,9904,寶成,-25566204
6,2834,臺企銀,-23329934
7,2801,彰銀,-15948002
8,6770,力積電,-15672112
9,2892,第一金,-11962069
10,2812,台中銀,-9945415
11,2327,國巨*,-8196014
12,2886,兆豐金,-7854110
13,2332,友訊,-7791813
14,2489,瑞軒,-6864000
15,6239,力成,-6692607
16,1303,南亞,-6340656
17,2609,陽明,-6067582
18,9105,泰金寶-DR,-5414000
19,2880,華南金,-5203755
20,2356,英業達,-5100029
21,1718,中纖,-4731633
22,1802,台玻,-4304735
23,2455,全新,-4263473
24,2492,華新科,-4239205
25,2484,希華,-4041155
26,3048,益登,-3608960
27,8150,南茂,-3364093
28,2382,廣達,-3355631
29,4989,榮科,-3354239
30,9907,統一實,-3318000
