排名,證券代號,證券名稱,外資買賣超股數
1,2609,陽明,-30814152
2,2303,聯電,-16315046
3,1101,台泥,-15078632
4,3481,群創,-14315672
5,2834,臺企銀,-11472027
6,2884,玉山金,-11247806
7,2489,瑞軒,-9978801
8,3702,大聯大,-7415205
9,2484,希華,-5817216
10,1402,遠東新,-4940357
11,2634,漢翔,-4683974
12,6213,聯茂,-3596262
13,6505,台塑化,-3570808
14,3605,宏致,-3536100
15,2409,友達,-3021444
16,8112,至上,-2992594
17,9904,寶成,-2957032
18,2890,永豐金,-2719351
19,2332,友訊,-2638599
20,1709,和益,-2586756
21,3033,威健,-2535292
22,2881,富邦金,-2534954
23,8046,南電,-2442892
24,2426,鼎元,-2322508
25,3036,文曄,-2073061
26,2317,鴻海,-2071008
27,2412,中華電,-1982433
28,2352,佳世達,-1921000
29,2301,光寶科,-1903188
30,3049,精金,-1837210
