排名,證券代號,證券名稱,外資買賣超股數
1,2002,中鋼,319913795
2,1301,台塑,142290326
3,2303,聯電,65777401
4,2409,友達,52384372
5,2337,旺宏,31388823
6,1802,台玻,26659152
7,6919,康霈*,25485783
8,2890,永豐金,23485793
9,2610,華航,19462274
10,2891,中信金,19244555
11,2449,京元電子,17378936
12,8150,南茂,15843777
13,6770,力積電,14672197
14,3711,日月光投控,13363825
15,2426,鼎元,12412175
16,5880,合庫金,11374001
17,2885,元大金,10591386
18,2618,長榮航,10506912
19,1314,中石化,8606441
20,2323,中環,8395438
21,1708,東鹼,8110238
22,2207,和泰車,7673397
23,2330,台積電,7515895
24,2401,凌陽,7428490
25,6005,群益證,7188074
26,2388,威盛,7001496
27,2606,裕民,6886648
28,2006,東和鋼鐵,5548797
29,2881,富邦金,5402015
30,2301,光寶科,4976393
