排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,117995548
2,2409,友達,90691332
3,1717,長興,23669763
4,2890,永豐金,21846843
5,1314,中石化,21469418
6,2882,國泰金,20450802
7,2883,凱基金,20335651
8,8150,南茂,17467404
9,2884,玉山金,16287809
10,2449,京元電子,15875277
11,2324,仁寶,11374331
12,1409,新纖,10809522
13,1216,統一,10005239
14,2002,中鋼,9889344
15,2834,臺企銀,9652279
16,1504,東元,9327784
17,2369,菱生,9056150
18,6282,康舒,8034924
19,2845,遠東銀,7933910
20,2867,三商壽,7796250
21,2301,光寶科,7795703
22,2105,正新,7759120
23,6239,力成,7198047
24,4938,和碩,7173011
25,2352,佳世達,7095186
26,1609,大亞,6935814
27,2542,興富發,6862690
28,5880,合庫金,6696688
29,2892,第一金,6622596
30,8131,福懋科,6591396
