排名,證券代號,證券名稱,外資買賣超股數
1,2356,英業達,10164000
2,2888,新光金,8438000
3,2883,凱基金,5660887
4,2498,宏達電,5359000
5,1605,華新,5231257
6,2891,中信金,4849000
7,5469,瀚宇博,4722000
8,2301,光寶科,2968000
9,1710,東聯,2714000
10,2412,中華電,2342931
11,2610,華航,2075000
12,2618,長榮航,2065000
13,1229,聯華,1982000
14,2881,富邦金,1879000
15,2337,旺宏,1723000
16,2325,矽品,1506949
17,2313,華通,1367000
18,3596,智易,1295000
19,2455,全新,1270000
20,6278,台表科,1076000
21,4938,和碩,961710
22,1718,中纖,938000
23,3005,神基,936200
24,1704,榮化,908000
25,2449,京元電子,894000
26,2417,圓剛,893000
27,2344,華邦電,883001
28,1609,大亞,863000
29,1326,台化,810551
30,2359,所羅門,790000
