排名,證券代號,證券名稱,外資買賣超股數
1,3231,緯創,79016661
2,2002,中鋼,42718010
3,1301,台塑,28618349
4,2317,鴻海,23754651
5,6505,台塑化,22958131
6,1326,台化,19835389
7,2883,凱基金,18491991
8,1718,中纖,17362217
9,2344,華邦電,15553273
10,4938,和碩,12446696
11,2324,仁寶,11036865
12,2409,友達,9800034
13,2313,華通,8440015
14,2356,英業達,7952942
15,1402,遠東新,7181534
16,2337,旺宏,5863361
17,2885,元大金,5249595
18,2303,聯電,5221563
19,2618,長榮航,5133960
20,2882,國泰金,5057671
21,2634,漢翔,5049257
22,3481,群創,4853800
23,2352,佳世達,4843840
24,3045,台灣大,4585892
25,4904,遠傳,4444237
26,2301,光寶科,4354941
27,6005,群益證,3829233
28,2412,中華電,3647961
29,2105,正新,3265677
30,1312,國喬,2792284
