排名,證券代號,證券名稱,外資買賣超股數
1,2883,凱基金,37650846
2,2885,元大金,25000620
3,3231,緯創,24210608
4,2027,大成鋼,23949074
5,2002,中鋼,22821566
6,1326,台化,21829435
7,2317,鴻海,17679862
8,8112,至上,15324342
9,2356,英業達,12149193
10,2618,長榮航,11958089
11,2377,微星,10420802
12,2337,旺宏,10370270
13,1301,台塑,10118099
14,2882,國泰金,9647963
15,4938,和碩,9484702
16,2353,宏碁,8454277
17,2408,南亞科,7791513
18,3576,聯合再生,7621744
19,1810,和成,7155430
20,2324,仁寶,7039598
21,2603,長榮,6917525
22,2301,光寶科,6721493
23,2881,富邦金,5784354
24,4904,遠傳,5444393
25,2347,聯強,5048288
26,3605,宏致,4706391
27,2615,萬海,4683852
28,6005,群益證,4588892
29,4763,材料*-KY,4537499
30,5876,上海商銀,4421557
