排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,-46140222
2,2886,兆豐金,-32265527
3,2892,第一金,-28970241
4,2890,永豐金,-27691057
5,2317,鴻海,-25247595
6,2610,華航,-16230407
7,2801,彰銀,-16119229
8,8150,南茂,-13757679
9,2002,中鋼,-13713286
10,2303,聯電,-12537989
11,2330,台積電,-12253526
12,2406,國碩,-11923711
13,3037,欣興,-11429884
14,3045,台灣大,-10885465
15,2337,旺宏,-10799606
16,2412,中華電,-10360969
17,2363,矽統,-10033503
18,3702,大聯大,-8935265
19,2884,玉山金,-8842077
20,3706,神達,-8552037
21,3231,緯創,-8366208
22,3189,景碩,-8111145
23,1101,台泥,-8000609
24,4904,遠傳,-7591480
25,2618,長榮航,-7358156
26,2352,佳世達,-6872187
27,8112,至上,-6851305
28,2891,中信金,-6842840
29,2347,聯強,-6580788
30,2027,大成鋼,-6533000
