排名,證券代號,證券名稱,外資買賣超股數
1,6116,彩晶,-79725519
2,2886,兆豐金,-33020694
3,3481,群創,-29761210
4,2317,鴻海,-25474195
5,3231,緯創,-25043493
6,4904,遠傳,-24676956
7,3576,聯合再生,-21442432
8,2344,華邦電,-19836811
9,4958,臻鼎-KY,-18103445
10,2884,玉山金,-15142454
11,2492,華新科,-14993305
12,9904,寶成,-14774528
13,1409,新纖,-14691652
14,1605,華新,-12550281
15,1216,統一,-11886999
16,2834,臺企銀,-9837334
17,2845,遠東銀,-9411083
18,1101,台泥,-9248081
19,2880,華南金,-9125673
20,2892,第一金,-8947028
21,2605,新興,-7286686
22,2313,華通,-6977396
23,2327,國巨*,-6505033
24,2399,映泰,-6199100
25,8046,南電,-5808053
26,3673,TPK-KY,-5771337
27,3312,弘憶股,-5497385
28,2408,南亞科,-5297426
29,1714,和桐,-5236000
30,2633,台灣高鐵,-5095939
