排名,證券代號,證券名稱,外資買賣超股數
1,2408,南亞科,-34399366
2,2344,華邦電,-26737222
3,2834,臺企銀,-23184056
4,6770,力積電,-18954441
5,2337,旺宏,-15138475
6,4958,臻鼎-KY,-10271226
7,6116,彩晶,-8431234
8,2449,京元電子,-7545113
9,6505,台塑化,-7245203
10,2301,光寶科,-7190766
11,1303,南亞,-6894789
12,2324,仁寶,-6202525
13,1101,台泥,-5934846
14,3189,景碩,-5453156
15,2486,一詮,-5344443
16,2887I,台新新光辛特,-5020586
17,1802,台玻,-4926376
18,8046,南電,-4925463
19,4526,東台,-4778865
20,2327,國巨*,-4641033
21,2353,宏碁,-4636639
22,8021,尖點,-4627981
23,4938,和碩,-4311486
24,8112,至上,-4281624
25,6919,康霈*,-4082916
26,6451,訊芯-KY,-4001264
27,3036,文曄,-3943409
28,3019,亞光,-3912499
29,1409,新纖,-3685764
30,4763,材料*-KY,-3651883
