排名,證券代號,證券名稱,外資買賣超股數
1,1802,台玻,-38612452
2,2317,鴻海,-32411798
3,2409,友達,-28755809
4,2886,兆豐金,-27498720
5,4904,遠傳,-25806882
6,2344,華邦電,-25099509
7,3481,群創,-24432170
8,2408,南亞科,-23554786
9,1605,華新,-21476387
10,2880,華南金,-20709086
11,3231,緯創,-20306915
12,2002,中鋼,-20144480
13,1303,南亞,-16414621
14,1101,台泥,-14928906
15,6116,彩晶,-14393154
16,6770,力積電,-14053456
17,2890,永豐金,-13711235
18,2313,華通,-12900492
19,8112,至上,-12040109
20,1326,台化,-11592217
21,6282,康舒,-11217102
22,9904,寶成,-10350576
23,2892,第一金,-10133683
24,2492,華新科,-9015897
25,2633,台灣高鐵,-8958830
26,3149,正達,-8338888
27,1314,中石化,-8242651
28,5876,上海商銀,-8211080
29,2105,正新,-8114572
30,1216,統一,-7981881
