排名,證券代號,證券名稱,外資買賣超股數
1,2324,仁寶,-32046107
2,2303,聯電,-31746122
3,6239,力成,-12845169
4,1101,台泥,-12350488
5,2891,中信金,-7138902
6,9904,寶成,-7057476
7,2884,玉山金,-6715480
8,3231,緯創,-6687521
9,2610,華航,-6578361
10,1709,和益,-6509030
11,2615,萬海,-6124999
12,1802,台玻,-5749817
13,6770,力積電,-5072975
14,2356,英業達,-4976529
15,3036,文曄,-3868968
16,8150,南茂,-3602391
17,2436,偉詮電,-3602369
18,2881,富邦金,-3416531
19,4989,榮科,-3395329
20,6278,台表科,-3394708
21,4906,正文,-3264571
22,2301,光寶科,-3239604
23,2618,長榮航,-3129329
24,2027,大成鋼,-2606714
25,6209,今國光,-2561139
26,3702,大聯大,-2514730
27,6919,康霈*,-2347553
28,6257,矽格,-2246447
29,2367,燿華,-2234293
30,2882,國泰金,-2111944
