排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,-163160578
2,2892,第一金,-90746752
3,2801,彰銀,-82764365
4,2886,兆豐金,-56860968
5,2890,永豐金,-53579625
6,2610,華航,-41398769
7,3702,大聯大,-29252000
8,1101,台泥,-26751833
9,2027,大成鋼,-25230139
10,2002,中鋼,-25089257
11,2887,台新新光金,-23793611
12,2618,長榮航,-23657152
13,2344,華邦電,-22678176
14,2317,鴻海,-22390281
15,6116,彩晶,-20530427
16,2337,旺宏,-18461956
17,6770,力積電,-16750208
18,1718,中纖,-15339660
19,3231,緯創,-12861490
20,3481,群創,-12185938
21,2891,中信金,-11649596
22,2356,英業達,-10628122
23,1605,華新,-9848955
24,8112,至上,-9829553
25,2609,陽明,-8960428
26,3045,台灣大,-8945840
27,2834,臺企銀,-8692778
28,2377,微星,-7739821
29,1802,台玻,-7682873
30,4904,遠傳,-7531036
