排名,證券代號,證券名稱,外資買賣超股數
1,1101,台泥,30065221
2,2408,南亞科,29196171
3,6770,力積電,24015432
4,2610,華航,14583315
5,2618,長榮航,11207675
6,2344,華邦電,10124159
7,8150,南茂,9255162
8,1314,中石化,9221857
9,2330,台積電,7123363
10,2104,國際中橡,6861889
11,3016,嘉晶,6240402
12,3037,欣興,5946719
13,2317,鴻海,5860754
14,1102,亞泥,5215618
15,9904,寶成,4973740
16,2886,兆豐金,4641259
17,3711,日月光投控,4008437
18,3189,景碩,3762864
19,2337,旺宏,3729894
20,2412,中華電,3633294
21,8046,南電,3401458
22,6505,台塑化,3215873
23,2609,陽明,3211004
24,2347,聯強,3188361
25,9945,潤泰新,3056661
26,1216,統一,2806606
27,6456,GIS-KY,2600529
28,3055,蔚華科,2420889
29,3605,宏致,2398682
30,4938,和碩,2321315
