排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,-289338059
2,2887,台新新光金,-59196068
3,2344,華邦電,-51733715
4,2880,華南金,-46412019
5,2313,華通,-33742667
6,2892,第一金,-25867747
7,1303,南亞,-25023704
8,2884,玉山金,-18091817
9,9105,泰金寶-DR,-18076800
10,2382,廣達,-17684521
11,1101,台泥,-16495144
12,2618,長榮航,-15338438
13,2002,中鋼,-14546608
14,2481,強茂,-12952446
15,2633,台灣高鐵,-12810450
16,1102,亞泥,-12119811
17,2301,光寶科,-11471721
18,2367,燿華,-10755213
19,2891,中信金,-10717246
20,2801,彰銀,-10683282
21,2603,長榮,-10649265
22,5876,上海商銀,-10485663
23,1802,台玻,-10144891
24,2412,中華電,-9468182
25,2489,瑞軒,-9312690
26,2883,凱基金,-9177364
27,2834,臺企銀,-7739707
28,6213,聯茂,-7693354
29,1326,台化,-7582180
30,2912,統一超,-7446212
