排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,49446837
2,2603,長榮,24586239
3,2609,陽明,23734968
4,2618,長榮航,23723624
5,2027,大成鋼,20769850
6,3037,欣興,20705461
7,2615,萬海,17941416
8,2634,漢翔,16305744
9,2845,遠東銀,16295128
10,2323,中環,15130967
11,2886,兆豐金,13834318
12,2303,聯電,13526431
13,2408,南亞科,11963374
14,2324,仁寶,10763824
15,3045,台灣大,9678518
16,3711,日月光投控,9654105
17,2426,鼎元,8343101
18,2880,華南金,7157385
19,1402,遠東新,6225323
20,1714,和桐,6158774
21,3481,群創,6083832
22,1909,榮成,6050495
23,2382,廣達,5525001
24,2392,正崴,4554037
25,2330,台積電,4441659
26,2542,興富發,4125628
27,2371,大同,4071050
28,1216,統一,3896568
29,1709,和益,3780397
30,1504,東元,3562242
