排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,120688756
2,2337,旺宏,81634207
3,2408,南亞科,62166974
4,2881,富邦金,33906429
5,2356,英業達,25878392
6,2449,京元電子,22857351
7,2324,仁寶,19507144
8,1402,遠東新,18907622
9,2882,國泰金,17727281
10,2317,鴻海,12866010
11,2610,華航,12819156
12,2353,宏碁,12782569
13,2329,華泰,11627292
14,6239,力成,9558879
15,2484,希華,8173920
16,8150,南茂,7028175
17,1314,中石化,6970000
18,6116,彩晶,6246231
19,6005,群益證,6213220
20,3149,正達,5693947
21,2885,元大金,4990843
22,3042,晶技,4858961
23,1582,信錦,4388373
24,6282,康舒,3870955
25,3033,威健,3853982
26,2027,大成鋼,3489136
27,2609,陽明,3235751
28,1409,新纖,3181838
29,7788,松川精密,3093000
30,3231,緯創,2936732
