排名,證券代號,證券名稱,外資買賣超股數
1,2883,凱基金,39175595
2,2317,鴻海,36977842
3,3231,緯創,35613026
4,2301,光寶科,29757994
5,2618,長榮航,23852111
6,1605,華新,18179511
7,2891,中信金,15924568
8,2610,華航,13888815
9,2324,仁寶,12931622
10,2330,台積電,12251238
11,1314,中石化,9661613
12,2634,漢翔,9487282
13,2344,華邦電,9363434
14,2353,宏碁,8737024
15,3037,欣興,8712450
16,2408,南亞科,7255434
17,2890,永豐金,6692412
18,2887,台新新光金,5982893
19,3706,神達,5747768
20,2313,華通,5671811
21,2002,中鋼,5655665
22,4938,和碩,5508499
23,2388,威盛,5360793
24,2881,富邦金,5205578
25,2376,技嘉,4976009
26,3605,宏致,4967809
27,8112,至上,4745807
28,2204,中華,4537689
29,3006,晶豪科,4290590
30,2027,大成鋼,3480395
