排名,證券代號,證券名稱,外資買賣超股數
1,2344,華邦電,72092008
2,6770,力積電,70137018
3,2324,仁寶,57814613
4,2317,鴻海,52052205
5,2303,聯電,48519878
6,1802,台玻,43212609
7,2002,中鋼,25870154
8,2882,國泰金,21264433
9,2881,富邦金,19599135
10,2409,友達,17861887
11,2610,華航,15202574
12,2885,元大金,14249223
13,2014,中鴻,12328900
14,2337,旺宏,12150390
15,2027,大成鋼,11992135
16,2312,金寶,11592375
17,3231,緯創,11198173
18,1605,華新,11069852
19,2449,京元電子,10612353
20,2313,華通,9606014
21,3576,聯合再生,8612600
22,2891,中信金,8416533
23,2369,菱生,8249200
24,6443,元晶,8143998
25,4906,正文,7545616
26,6282,康舒,7423438
27,2301,光寶科,7034970
28,1402,遠東新,6988747
29,4927,泰鼎-KY,6918400
30,1409,新纖,6271000
