排名,證券代號,證券名稱,外資買賣超股數
1,2609,陽明,22998285
2,2812,台中銀,21953538
3,2883,凱基金,16650690
4,5880,合庫金,13147409
5,2801,彰銀,10395977
6,2412,中華電,9937005
7,2887,台新新光金,9777200
8,2884,玉山金,9208157
9,2892,第一金,8456876
10,2889,國票金,8443026
11,2618,長榮航,8039075
12,2354,鴻準,7730747
13,2880,華南金,7557154
14,2845,遠東銀,6426305
15,2610,華航,6370212
16,2820,華票,4156000
17,2605,新興,4068350
18,2886,兆豐金,3944819
19,1402,遠東新,3878055
20,5876,上海商銀,3596643
21,2851,中再保,3484903
22,2027,大成鋼,3477159
23,3231,緯創,3259040
24,3045,台灣大,2846660
25,2603,長榮,2566379
26,2377,微星,2405530
27,9933,中鼎,2383605
28,2615,萬海,2304972
29,9945,潤泰新,2222329
30,2617,台航,2169652
