排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,81974817
2,2409,友達,65132714
3,1409,新纖,17975972
4,1101,台泥,17399680
5,2303,聯電,14643151
6,2834,臺企銀,13334421
7,6505,台塑化,13247972
8,2382,廣達,13098744
9,1301,台塑,12839198
10,1326,台化,12280711
11,2002,中鋼,12051068
12,6770,力積電,11374866
13,8150,南茂,10401423
14,1314,中石化,9275384
15,9105,泰金寶-DR,8950981
16,3711,日月光投控,8806904
17,2609,陽明,7542512
18,2353,宏碁,7398331
19,2356,英業達,6651342
20,3231,緯創,6387999
21,2889,國票金,5748867
22,1718,中纖,5642006
23,6239,力成,5010185
24,1312,國喬,4647103
25,2377,微星,4610167
26,2412,中華電,4571037
27,2104,國際中橡,4434529
28,1102,亞泥,4294987
29,2049,上銀,4129104
30,2892,第一金,4065954
