排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,-52162597
2,2834,臺企銀,-23884693
3,3481,群創,-22782285
4,2884,玉山金,-17250967
5,1709,和益,-13361132
6,2801,彰銀,-11776156
7,2618,長榮航,-11354448
8,1303,南亞,-10938712
9,2601,益航,-10745202
10,6446,藥華藥,-9221504
11,2633,台灣高鐵,-9178684
12,4958,臻鼎-KY,-9026745
13,2883,凱基金,-8141925
14,2887,台新新光金,-8002342
15,2889,國票金,-7903851
16,1201,味全,-7229898
17,2371,大同,-7058976
18,2317,鴻海,-6697630
19,1802,台玻,-6341528
20,2382,廣達,-6125357
21,9904,寶成,-5800307
22,2324,仁寶,-5201380
23,1605,華新,-5197241
24,2812,台中銀,-5148726
25,9105,泰金寶-DR,-4868800
26,2610,華航,-4707761
27,1718,中纖,-4697300
28,2845,遠東銀,-4678739
29,4960,誠美材,-4326155
30,2538,基泰,-4198114
