排名,證券代號,證券名稱,外資買賣超股數
1,1303,南亞,-28429625
2,3481,群創,-23066017
3,1301,台塑,-21392024
4,6505,台塑化,-19167850
5,1326,台化,-18204610
6,2834,臺企銀,-14495768
7,1314,中石化,-13732997
8,2887,台新新光金,-13423857
9,2408,南亞科,-11488857
10,2885,元大金,-9455026
11,2409,友達,-9051136
12,1402,遠東新,-8518631
13,2891,中信金,-8107904
14,2890,永豐金,-7556246
15,2317,鴻海,-7545249
16,2883,凱基金,-5532945
17,8039,台虹,-5416786
18,2882,國泰金,-4970454
19,4763,材料*-KY,-4153600
20,2344,華邦電,-4145723
21,3231,緯創,-4107603
22,2851,中再保,-4011677
23,2484,希華,-3769710
24,3042,晶技,-3513923
25,2489,瑞軒,-3485030
26,6278,台表科,-2963283
27,3605,宏致,-2948029
28,5608,四維航,-2899221
29,2855,統一證,-2749561
30,6550,北極星藥業-KY,-2719000
