排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,34660612
2,2884,玉山金,24102093
3,2409,友達,16469466
4,2618,長榮航,13269522
5,3231,緯創,11142193
6,6505,台塑化,11002422
7,2412,中華電,8462435
8,2882,國泰金,8311903
9,2356,英業達,7341949
10,1101,台泥,7053712
11,4958,臻鼎-KY,6867525
12,2891,中信金,6376598
13,2867,三商壽,6218700
14,5876,上海商銀,5897164
15,6116,彩晶,5666031
16,5880,合庫金,5330969
17,2382,廣達,5295581
18,2327,國巨*,4851993
19,6005,群益證,4841300
20,3045,台灣大,4798233
21,2105,正新,4341307
22,3576,聯合再生,4316247
23,1802,台玻,3707156
24,9105,泰金寶-DR,3575300
25,3042,晶技,3553212
26,5871,中租-KY,3547701
27,2002,中鋼,3349234
28,2367,燿華,3208316
29,3036,文曄,3159794
30,2887I,台新新光辛特,3079000
