排名,證券代號,證券名稱,外資買賣超股數
1,2883,凱基金,30979634
2,2618,長榮航,30474660
3,2891,中信金,26697673
4,2890,永豐金,24604307
5,2610,華航,21686099
6,2892,第一金,17529632
7,2344,華邦電,16229044
8,3576,聯合再生,13477585
9,1303,南亞,12310454
10,2882,國泰金,12274093
11,2327,國巨*,12237533
12,2401,凌陽,11996203
13,1802,台玻,11931878
14,1301,台塑,11569449
15,1326,台化,11354081
16,2353,宏碁,10253609
17,2880,華南金,10182354
18,2330,台積電,9646986
19,3042,晶技,9560814
20,2002,中鋼,9012379
21,2317,鴻海,8633883
22,1402,遠東新,8389887
23,2867,三商壽,8081270
24,6191,精成科,7988979
25,2801,彰銀,7592952
26,1714,和桐,7453895
27,2881,富邦金,7170353
28,2887,台新新光金,6890632
29,3019,亞光,6532731
30,4938,和碩,5599270
