排名,證券代號,證券名稱,外資買賣超股數
1,2317,鴻海,-33363018
2,3481,群創,-27433739
3,2002,中鋼,-23669392
4,2610,華航,-20853489
5,2834,臺企銀,-19670561
6,1102,亞泥,-14247488
7,2618,長榮航,-13925807
8,2105,正新,-12844043
9,1314,中石化,-11723838
10,1718,中纖,-11627980
11,2449,京元電子,-10622548
12,2409,友達,-7685741
13,1402,遠東新,-7595276
14,2478,大毅,-7594848
15,1101,台泥,-7510712
16,3033,威健,-7255000
17,3045,台灣大,-6549927
18,1714,和桐,-5644295
19,3026,禾伸堂,-4865601
20,5388,中磊,-4804279
21,2891,中信金,-4745474
22,5880,合庫金,-4541426
23,2382,廣達,-4475317
24,2903,遠百,-4327000
25,6116,彩晶,-3949510
26,2481,強茂,-3903929
27,9904,寶成,-3485000
28,2812,台中銀,-3290832
29,2368,金像電,-3079703
30,1608,華榮,-3078683
