排名,證券代號,證券名稱,外資買賣超股數
1,2344,華邦電,-57990387
2,2887,台新新光金,-32416064
3,2883,凱基金,-21916643
4,2884,玉山金,-20077285
5,2801,彰銀,-12910123
6,2812,台中銀,-11757967
7,2891,中信金,-11359763
8,8112,至上,-9362079
9,6949,沛爾生醫*-創,-6625880
10,9904,寶成,-5706490
11,3033,威健,-4930000
12,2408,南亞科,-4399399
13,1303,南亞,-3926448
14,5871,中租-KY,-3431780
15,2327,國巨*,-3385808
16,2882,國泰金,-3185305
17,2492,華新科,-2711864
18,2481,強茂,-2695995
19,2330,台積電,-2558862
20,1717,長興,-2410077
21,1528,恩德,-2381323
22,4763,材料*-KY,-2245000
23,2027,大成鋼,-2131878
24,4958,臻鼎-KY,-2080070
25,2855,統一證,-2044676
26,6005,群益證,-2043490
27,2376,技嘉,-1955320
28,3714,富采,-1941982
29,2881,富邦金,-1855708
30,8131,福懋科,-1730852
