排名,證券代號,證券名稱,外資買賣超股數
1,2609,陽明,31191495
2,3045,台灣大,18646206
3,1216,統一,13274283
4,2886,兆豐金,12062381
5,2603,長榮,8541302
6,6116,彩晶,8128183
7,2027,大成鋼,8038518
8,2303,聯電,7800989
9,1102,亞泥,7594008
10,2542,興富發,6655818
11,1402,遠東新,6109539
12,3090,日電貿,4269258
13,1802,台玻,3638977
14,2312,金寶,3515902
15,3042,晶技,3397951
16,2892,第一金,3265498
17,2382,廣達,3227189
18,2492,華新科,3180325
19,1504,東元,3099413
20,2903,遠百,3004700
21,2867,三商壽,2989250
22,2618,長榮航,2892631
23,6214,精誠,2563526
24,5608,四維航,2473801
25,9914,美利達,2430639
26,3711,日月光投控,2323531
27,2105,正新,2294984
28,2851,中再保,2233037
29,3036,文曄,2232318
30,2915,潤泰全,2194330
