排名,證券代號,證券名稱,外資買賣超股數
1,3231,緯創,-30549430
2,2883,凱基金,-27960513
3,1314,中石化,-26529722
4,1303,南亞,-24347573
5,2408,南亞科,-22444770
6,2887,台新新光金,-21626163
7,2324,仁寶,-19467750
8,2002,中鋼,-13857833
9,5871,中租-KY,-9722296
10,2353,宏碁,-9622669
11,6443,元晶,-9364000
12,4763,材料*-KY,-5750319
13,2542,興富發,-5151065
14,2332,友訊,-5114120
15,1301,台塑,-4923711
16,2633,台灣高鐵,-4837900
17,2834,臺企銀,-4377801
18,2330,台積電,-4329504
19,2406,國碩,-4103100
20,8110,華東,-3788500
21,2891,中信金,-3778829
22,8112,至上,-3578548
23,2337,旺宏,-3558480
24,3049,精金,-3357098
25,2426,鼎元,-3182647
26,3006,晶豪科,-3105366
27,9904,寶成,-3105213
28,8028,昇陽半導體,-3025665
29,8422,可寧衛*,-2967750
30,3704,合勤控,-2897020
