排名,證券代號,證券名稱,外資買賣超股數
1,2344,華邦電,-51790233
2,2409,友達,-43044546
3,2886,兆豐金,-40496692
4,2330,台積電,-38450174
5,2884,玉山金,-37759620
6,2880,華南金,-29206914
7,2890,永豐金,-27646655
8,3481,群創,-25214333
9,2883,凱基金,-24433627
10,2408,南亞科,-20242569
11,4904,遠傳,-19983861
12,1303,南亞,-19380665
13,3231,緯創,-15326688
14,2892,第一金,-12371191
15,2317,鴻海,-11991005
16,2887,台新新光金,-11518342
17,2845,遠東銀,-10513692
18,2891,中信金,-9358824
19,1216,統一,-9335263
20,1402,遠東新,-8600500
21,2885,元大金,-8355350
22,2882,國泰金,-8222871
23,1802,台玻,-8177979
24,3037,欣興,-7647902
25,2324,仁寶,-7141316
26,8150,南茂,-6239134
27,2313,華通,-6181095
28,5876,上海商銀,-5939795
29,2867,三商壽,-5126543
30,6282,康舒,-5075283
