排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,-73881977
2,2002,中鋼,-25526543
3,3576,聯合再生,-20493265
4,2409,友達,-18876722
5,2027,大成鋼,-13323855
6,3481,群創,-12261997
7,1101,台泥,-10853338
8,2353,宏碁,-9618069
9,9904,寶成,-9282100
10,3231,緯創,-9014346
11,5871,中租-KY,-7136264
12,2324,仁寶,-7126872
13,3706,神達,-6722549
14,2323,中環,-6099360
15,2375,凱美,-6026810
16,2406,國碩,-5617056
17,6443,元晶,-5467562
18,1504,東元,-5329031
19,4915,致伸,-5109230
20,9105,泰金寶-DR,-4987870
21,2313,華通,-4886543
22,3042,晶技,-4842214
23,2105,正新,-4663498
24,4919,新唐,-4524832
25,3016,嘉晶,-4446246
26,2603,長榮,-4361227
27,6153,嘉聯益,-4289435
28,8150,南茂,-4066339
29,2312,金寶,-3922897
30,6168,宏齊,-3907172
