排名,證券代號,證券名稱,外資買賣超股數
1,2303,聯電,74044941
2,2890,永豐金,55408665
3,3481,群創,48121131
4,2834,臺企銀,46348034
5,2892,第一金,31932595
6,2317,鴻海,28019626
7,2609,陽明,27805782
8,2887,台新新光金,27079739
9,2884,玉山金,26524727
10,2882,國泰金,22605208
11,1301,台塑,20228196
12,2449,京元電子,20207297
13,1326,台化,18523487
14,2002,中鋼,17749990
15,2867,三商壽,16062000
16,2027,大成鋼,13673850
17,2881,富邦金,11610284
18,1605,華新,11509324
19,5880,合庫金,11099990
20,2610,華航,11070937
21,2406,國碩,10781594
22,3706,神達,10591153
23,8422,可寧衛*,10544000
24,2481,強茂,10307653
25,3702,大聯大,8818210
26,2301,光寶科,8658929
27,2897,王道銀行,8455552
28,3576,聯合再生,8446824
29,1402,遠東新,8321404
30,8046,南電,8066510
