排名,證券代號,證券名稱,外資買賣超股數
1,2618,長榮航,102133693
2,2409,友達,75931718
3,2610,華航,21447262
4,1303,南亞,19476048
5,2313,華通,19005217
6,2892,第一金,13375843
7,2887,台新新光金,10037961
8,2890,永豐金,9936432
9,5880,合庫金,9857738
10,2834,臺企銀,9295376
11,2885,元大金,9123897
12,1326,台化,8280490
13,1802,台玻,7656354
14,2002,中鋼,7387801
15,2606,裕民,6192625
16,3673,TPK-KY,5972587
17,1301,台塑,5934505
18,6269,台郡,5926970
19,6005,群益證,5846968
20,2812,台中銀,5708888
21,2603,長榮,5421189
22,2489,瑞軒,5415723
23,6285,啟碁,5047410
24,2375,凱美,4897754
25,9105,泰金寶-DR,4627000
26,2609,陽明,4604231
27,4904,遠傳,4488344
28,3717,聯嘉投控,4373457
29,2515,中工,4307664
30,2501,國建,4198000
