排名,證券代號,證券名稱,外資買賣超股數
1,3231,緯創,91902682
2,2303,聯電,63633529
3,2353,宏碁,51535443
4,2409,友達,47814593
5,2337,旺宏,27576860
6,2317,鴻海,25502562
7,2890,永豐金,23190549
8,2609,陽明,19358804
9,1326,台化,19072970
10,2408,南亞科,18321681
11,1402,遠東新,17882840
12,1303,南亞,16575842
13,1605,華新,16225600
14,2324,仁寶,15081435
15,6116,彩晶,13971173
16,2344,華邦電,12925256
17,2885,元大金,12339030
18,2834,臺企銀,10942846
19,1301,台塑,9706410
20,8112,至上,9652762
21,2882,國泰金,9164669
22,2498,宏達電,8688404
23,3706,神達,8211413
24,3702,大聯大,8176252
25,5880,合庫金,8132512
26,2027,大成鋼,7811291
27,3036,文曄,7717313
28,6770,力積電,7458915
29,5876,上海商銀,7226918
30,8070,長華*,6912602
