排名,證券代號,證券名稱,外資買賣超股數
1,2303,聯電,39628432
2,1303,南亞,25498257
3,2409,友達,17554027
4,5880,合庫金,17505156
5,2610,華航,14106422
6,2412,中華電,12934049
7,2618,長榮航,12757838
8,5876,上海商銀,10265805
9,2002,中鋼,9457236
10,4904,遠傳,9030747
11,2356,英業達,7498082
12,2313,華通,7294986
13,9105,泰金寶-DR,6252000
14,5871,中租-KY,6194129
15,4958,臻鼎-KY,6151918
16,9904,寶成,5607411
17,2324,仁寶,5295450
18,2367,燿華,5235966
19,1714,和桐,4815136
20,1802,台玻,4787671
21,2615,萬海,4724215
22,1711,永光,4684332
23,2609,陽明,4679453
24,2489,瑞軒,4402381
25,2867,三商壽,4105688
26,3231,緯創,4022653
27,3045,台灣大,3819903
28,2603,長榮,3688870
29,2836,高雄銀,3604300
30,2027,大成鋼,3551338
