排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,-56259294
2,2610,華航,-26705734
3,5880,合庫金,-25723002
4,2834,臺企銀,-18305788
5,2886,兆豐金,-17172418
6,3481,群創,-12042141
7,2332,友訊,-10736003
8,2884,玉山金,-9675929
9,2880,華南金,-9608929
10,2327,國巨*,-7789908
11,2801,彰銀,-7649050
12,2812,台中銀,-7280279
13,2478,大毅,-6525133
14,2887,台新新光金,-6161631
15,1409,新纖,-6042883
16,6005,群益證,-5853349
17,3026,禾伸堂,-5698967
18,6239,力成,-5539574
19,2633,台灣高鐵,-5353900
20,2352,佳世達,-5284863
21,2449,京元電子,-4933884
22,6116,彩晶,-4907865
23,1102,亞泥,-4787200
24,2308,台達電,-4629095
25,3706,神達,-4563561
26,3090,日電貿,-4372968
27,3702,大聯大,-4024157
28,2492,華新科,-3997365
29,3704,合勤控,-3610001
30,8150,南茂,-3596525
