排名,證券代號,證券名稱,外資買賣超股數
1,2303,聯電,88988696
2,2892,第一金,43364720
3,2886,兆豐金,42353340
4,3481,群創,23715394
5,1303,南亞,15678983
6,2409,友達,14811460
7,2880,華南金,14103214
8,1802,台玻,11554188
9,2449,京元電子,11540547
10,2834,臺企銀,11459380
11,2883,凱基金,9558028
12,2481,強茂,9150422
13,6239,力成,8790054
14,3049,精金,7896811
15,1312,國喬,7504823
16,3576,聯合再生,6022211
17,1709,和益,5778128
18,1301,台塑,5288516
19,1101,台泥,4732631
20,2882,國泰金,4385710
21,2301,光寶科,4122033
22,6257,矽格,3905291
23,3037,欣興,3673341
24,1605,華新,3555528
25,2890,永豐金,3146930
26,2330,台積電,3031655
27,5880,合庫金,2968418
28,1727,中華化,2942134
29,8150,南茂,2933137
30,3450,聯鈞,2563735
