排名,證券代號,證券名稱,外資買賣超股數
1,2801,彰銀,-24451920
2,2834,臺企銀,-23145643
3,2610,華航,-20604305
4,1303,南亞,-19336325
5,2892,第一金,-19301728
6,2887,台新新光金,-16597306
7,2880,華南金,-14627039
8,2886,兆豐金,-12531338
9,4958,臻鼎-KY,-12396417
10,6770,力積電,-11747603
11,1216,統一,-9082385
12,2891,中信金,-8701286
13,2332,友訊,-8294539
14,2481,強茂,-8045791
15,2812,台中銀,-6930938
16,6213,聯茂,-6296425
17,1810,和成,-5886900
18,2406,國碩,-5491620
19,1314,中石化,-4967005
20,2542,興富發,-4963314
21,2369,菱生,-4930857
22,2330,台積電,-4614430
23,8150,南茂,-4480816
24,2609,陽明,-4147223
25,2890,永豐金,-3283107
26,5871,中租-KY,-3248452
27,2845,遠東銀,-3215458
28,2377,微星,-3201635
29,2449,京元電子,-2752384
30,2912,統一超,-2738703
