排名,證券代號,證券名稱,外資買賣超股數
1,2303,聯電,149147554
2,2834,臺企銀,31853905
3,2892,第一金,31430753
4,2884,玉山金,26986530
5,2882,國泰金,25038574
6,2801,彰銀,22466140
7,2890,永豐金,21935579
8,2609,陽明,20265998
9,5880,合庫金,20194744
10,2881,富邦金,19027027
11,1301,台塑,17068123
12,6770,力積電,16811992
13,1314,中石化,14181773
14,2027,大成鋼,13480013
15,6282,康舒,13077435
16,2845,遠東銀,11157370
17,2867,三商壽,10416100
18,2886,兆豐金,10266610
19,2323,中環,10209926
20,2449,京元電子,7927359
21,6505,台塑化,7640460
22,3702,大聯大,6971151
23,2885,元大金,6822373
24,6005,群益證,5720100
25,8112,至上,5648477
26,8070,長華*,5405313
27,1710,東聯,5020459
28,3036,文曄,4654845
29,6176,瑞儀,4641016
30,2897,王道銀行,4560100
