排名,證券代號,證券名稱,外資買賣超股數
1,2887,台新新光金,-62209802
2,2880,華南金,-43961910
3,2303,聯電,-28218031
4,2618,長榮航,-20469399
5,2892,第一金,-11330483
6,2891,中信金,-11116887
7,3711,日月光投控,-10101577
8,2801,彰銀,-9350956
9,9105,泰金寶-DR,-8995000
10,1717,長興,-8645999
11,1802,台玻,-8313549
12,3042,晶技,-8299691
13,2603,長榮,-7914383
14,2312,金寶,-6951441
15,2484,希華,-6819000
16,2605,新興,-6580584
17,2412,中華電,-6478228
18,3673,TPK-KY,-6057541
19,1216,統一,-5961222
20,4904,遠傳,-5919907
21,3045,台灣大,-5678327
22,8150,南茂,-5576745
23,2912,統一超,-5533257
24,2426,鼎元,-5521296
25,2327,國巨*,-5437960
26,1513,中興電,-5321427
27,2481,強茂,-5177478
28,6770,力積電,-5117251
29,3048,益登,-5100279
30,2883,凱基金,-5020133
