排名,證券代號,證券名稱,外資買賣超股數
1,2344,華邦電,-15329863
2,2834,臺企銀,-12790005
3,2337,旺宏,-11618916
4,2330,台積電,-11210895
5,2801,彰銀,-11111594
6,1605,華新,-8010452
7,3481,群創,-7747523
8,2323,中環,-5933806
9,2892,第一金,-5851608
10,2332,友訊,-5623360
11,2885,元大金,-5173976
12,2883,凱基金,-4961412
13,2887,台新新光金,-4816549
14,3711,日月光投控,-4634756
15,2449,京元電子,-4579628
16,2408,南亞科,-4426510
17,1710,東聯,-4104668
18,2812,台中銀,-4059981
19,3037,欣興,-3951277
20,1314,中石化,-3605894
21,2882,國泰金,-3446605
22,2886,兆豐金,-3373804
23,2369,菱生,-2628569
24,5388,中磊,-2471800
25,6005,群益證,-2442577
26,2104,國際中橡,-2299582
27,2406,國碩,-2275419
28,1313,聯成,-2238601
29,2880,華南金,-2227872
30,6153,嘉聯益,-2155900
