排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,28000856
2,2409,友達,18535003
3,2883,凱基金,13778581
4,2892,第一金,10641739
5,1312,國喬,10033336
6,2812,台中銀,8707597
7,1303,南亞,7355596
8,1101,台泥,6800000
9,2886,兆豐金,6735026
10,2834,臺企銀,6721030
11,6257,矽格,5844345
12,2481,強茂,5094162
13,3711,日月光投控,4770417
14,3016,嘉晶,4507474
15,2412,中華電,3915042
16,2880,華南金,3886166
17,3702,大聯大,3852032
18,2354,鴻準,3382915
19,5880,合庫金,2814301
20,5876,上海商銀,2637540
21,1102,亞泥,2471985
22,2313,華通,2464475
23,2881,富邦金,2417568
24,1402,遠東新,2182809
25,2002,中鋼,2005930
26,3189,景碩,1849475
27,2454,聯發科,1717011
28,2820,華票,1648080
29,2305,全友,1585372
30,2449,京元電子,1574604
