排名,證券代號,證券名稱,外資買賣超股數
1,2301,光寶科,28743314
2,2408,南亞科,24800057
3,3231,緯創,18453095
4,1216,統一,17235518
5,2324,仁寶,13719705
6,2887,台新新光金,13478964
7,2883,凱基金,12142012
8,2332,友訊,11921179
9,2618,長榮航,11232843
10,2409,友達,10987913
11,6770,力積電,10945252
12,2890,永豐金,10937166
13,2891,中信金,9427162
14,8112,至上,9262742
15,2356,英業達,8852315
16,3706,神達,7228450
17,2377,微星,7199717
18,3006,晶豪科,6182459
19,1605,華新,5956128
20,1402,遠東新,5881559
21,2610,華航,5860037
22,2376,技嘉,5591552
23,4938,和碩,5585066
24,2885,元大金,5258761
25,2344,華邦電,4638042
26,2393,億光,4273829
27,1802,台玻,3793481
28,2308,台達電,3588651
29,2027,大成鋼,3083276
30,2388,威盛,3021303
