排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,73709717
2,2409,友達,41264263
3,2887,台新新光金,35113822
4,2834,臺企銀,31632834
5,2883,凱基金,29874112
6,2892,第一金,27774983
7,1301,台塑,24980127
8,2890,永豐金,23141421
9,1326,台化,18151932
10,2880,華南金,17746652
11,2609,陽明,14787981
12,1312,國喬,14188130
13,2344,華邦電,13528303
14,2489,瑞軒,13501498
15,2884,玉山金,12893565
16,1717,長興,12571379
17,2324,仁寶,11724302
18,1314,中石化,10820460
19,1303,南亞,10702601
20,2421,建準,9431027
21,5880,合庫金,8441005
22,2889,國票金,8144285
23,9105,泰金寶-DR,8081100
24,2882,國泰金,7894140
25,2885,元大金,7731309
26,2408,南亞科,7647288
27,9904,寶成,7527902
28,2377,微星,7426478
29,2313,華通,6413125
30,2886,兆豐金,6279814
